ssn,name,phone,cfphone,str,city,cc
WEOWH24,Stolboushkin,20077,0.87,GqEjorc17,Chicago,14680
KHURJ84,Giguere,3316,0.68,TxPdyhg41,Dothan,37648
HDHOZ04,Apers,17785,0.44,EeSkgey82,Warsaw,3918
OMUQA08,McKearney,13209,0.40,EwCkriw15,Helena,12391
GORUB60,Couclelis,29574,0.18,VgFrduf68,Syracuse,28385
XNLIV24,Xiaowen,17483,0.61,ErIktjq96,Brussels,928
IWCEL97,Steinbrunn,17634,0.80,VtDuxqw04,Great,35355
UIYER93,Acildiev,21881,0.47,RtHblsq63,Nice,8775
BXYKU06,Abali,32219,0.99,NhJclvc45,Buffalo,28697
ZXYKN63,Schurfeld,8473,0.56,WdGxboi32,Vienna,28750
WNIZH42,Edmundson,33817,0.25,ZdPaahc82,Mexico,7383
KXEBH08,Felici,37680,0.33,RyCbbkm99,Tapachula,19170
JBAIV34,Mikus,24444,0.25,DoEfuax30,Abu,7408
EJABO79,Porkaew,8507,0.44,TdMcbtm60,Honolulu,7106
BPEGK91,Nisbet,22229,0.25,ZwIrmxi42,Guadalajara,11936
EDLBE23,Normann,33218,0.24,ZeFppog31,Montgomery,300
NQBDL40,Foutz,16178,0.60,LjAcbqn82,Fairbanks,6009
HPHVS73,Synnes,3690,0.29,YzIbijj14,Missoula,4355
VKXTU93,Geyer,39492,0.64,JnPmlmi71,Charleston,25151
YWIAE61,Desbois,39497,0.73,UuJdcle88,Valdosta,36653
HWMNV25,Suzaki,155,0.56,LpNhlph84,Newburgh,8863
DHUBE62,Stampfel,21001,0.93,KlZzhyd57,Geneva,7993
HJXAA87,Gist,25218,0.86,WtWctrs65,Fayetteville,20276
EMQJJ80,Kubica,18236,0.85,GpTstav01,Porto,9239
HHINK82,Giovini,25045,0.49,VbCwwsj92,Harrisburg,26035
XFGYT61,Clint,5751,0.12,IhNmjvm93,Akron,28681
TXREM32,Moffat,13903,0.38,LoRrdrb17,Nagoya,21041
ITSJC95,Nishanov,26208,0.44,WrStibe51,Abidjan,25498
PENYV23,Mansouri,4282,0.80,UcTsgxk28,Hermosillo,36758
RHUND74,Bratvold,21588,0.28,BfEktje46,Anchorage,33305
NOWGF22,Husband,33748,0.13,SwBvfdx04,Boise,31158
FJQYX76,Couchot,20650,0.67,IrDcfdh04,Lome,20584
JHAQK82,Sufrin,16356,0.97,FxEaooo77,Hermosillo,6705
GZDEI46,Lincoln,30851,0.49,VwXwutk85,Syracuse,33406
OYVSI74,Paetzold,33572,0.15,EuNynlt77,Bermuda,38538
EZJGB55,Knightly,11690,0.80,XcSeofl37,Little,5734
MFRMH10,Portinale,17673,0.98,VgJdcdn33,Basel,21263
MPGXS46,Levcopoulos,37703,0.64,HjWnnvw40,Zurich,6177
AWXLP40,Yuval,30422,0.12,TxSxfhi52,Lexington,18963
VWFNH20,Zaitzeff,33291,0.86,UaJstfp72,Grand,15555
LLXUL96,Hebalkar,25288,0.72,YrYgrhn03,Copenhagen,30408
LPHDB30,Ovrutcki,16994,0.12,MtChptu44,Zihuatenejo,12316
EEBCP51,Eidelson,38255,0.34,XpOpwvk41,Leon,38940
NJSVF17,Perring,1440,0.91,XfQcytc00,Butte,27443
OWCPO81,Jossman,16072,0.86,EkCwoks77,Montgomery,2453
DCLFF68,Orlando,7637,0.72,XiEyvua17,Orlando,12112
HRWEY82,Kavaky,17354,0.24,CuEtkyo07,Cairo,10852
CHCXD00,Braccini,32169,0.91,BeMcxdj53,George,14600
TEDNT03,Mittelstras,6241,0.42,QwQhvgb66,Toledo,28464
CKCEE80,Jolfaei,11975,0.75,SnQhnuj31,Augusta,2965
THPCH97,Sambasivam,9549,0.74,VtRkpxi11,San,36759
PGBTV20,Creusere,34157,0.69,XtYktyg20,Lawton,28404
RMMWR15,Coullard,5150,0.65,HzHyywt74,Wilkes,6759
LMFEB71,Ballinger,13365,0.93,ZtLexqh57,Toronto,35410
IOTXH39,Zamboni,18974,0.79,IsDmoig18,Conakry,30964
MTFQA96,Aoe,24415,0.24,QmWanxy03,Omaha,13278
GEEOT11,Fetvedt,36206,0.64,RuTqehe76,St,19064
QYRDC07,Dubinsky,13533,0.54,UjLjbjd63,Detroit,37179
RWSPE77,Popken,38959,0.92,KpRwfze89,Cancun,21916
QSQYD22,Sijben,8958,0.12,AuVlqmm78,Elko,38124
OANPO67,Lukassen,7882,0.47,KgTaidu49,Brasilia,14605
EEWQA70,Lvov,3135,0.34,VwYtlua49,Detroit,9249
HGGBE92,Milis,15543,0.14,XgMpeva67,Mumbai,30987
FFREW10,Takkinen,35672,0.12,IsEafko85,Cedar,32935
NVGJC92,Willamowski,12162,0.44,SpTlzlq96,Nagoya,212
NDSRD32,Goti,2578,0.85,XwAppvr18,Wilkes,16894
FJDRW29,Pottossine,27037,0.44,ZmNfcfu38,Barbados,2162
VOMDF99,Edman,17105,0.32,ThAmahg56,Oklahoma,39534
EZTTT66,Tabet,28539,0.62,CdLotoi34,Moscow,8416
PTVLI44,Malaiya,7127,0.80,HqDlddd64,Birmingham,14485
VJJZY82,Chevalier,17829,0.36,UhCbuef17,Florence,10874
IRWTC34,Emmerich,16880,0.78,IxWdsvn89,Cleveland,27046
XMGDB98,Benaloh,23300,0.36,SsOwumg06,Newark,39516
MJIFH64,Leenaerts,17126,0.38,YzTekcp07,Fresno,6817
LFOGF28,Maaren,7179,0.98,QaPwowk63,Valdosta,12008
AYADS24,Steffen,21281,0.79,IyUakeu07,Ouagadougou,34482
BJGHV90,Wise,12162,0.31,MoNntks69,Killeen,17907
JOXFJ68,Speranza,30879,0.52,QbXmqaj54,Cleveland,23038
ZPJIE27,Tassinari,9768,0.21,PbYusvt84,Panama,8618
PQWJN60,Signore,24419,0.84,TfCbnzj62,Oklahoma,28822
LFDJA96,Lucky,289,0.80,IwNrydu84,Cleveland,27744
RDSGN23,Cristoforetti,21979,0.34,EvGiukq77,Augusta,20383
MILFE11,Carra,37743,0.70,CzRprjn97,Long,38257
RNMJV79,Erie,5653,0.79,JtLebtu97,Mobile,20964
JFFER24,Grospietsch,25004,0.99,YaSzniy24,Geneva,20713
FHLSA75,Nessett,1447,0.18,OpRauzc51,Omaha,4867
UZGET33,Duris,23654,0.57,UvLofqg68,Durban,26737
DLMGM51,Artola,26556,0.32,UtPjypg90,Merida,14027
HKLFE54,Rayna,11533,0.73,BsMtjhl51,Cape,18658
ORCNP81,Sarstedt,2347,0.18,XpWotjd81,Villahermosa,4257
DSFBN74,Piancastelli,13698,0.83,AmFkzsc20,Portland,18064
YUQHE06,Autin,23653,0.66,FyWpzde37,Colorado,2751
QAKHR21,Antognini,11424,0.92,MoJljsn01,St,4032
WTBVR88,Poutre,17643,0.48,XjPalzj10,Florence,24807
JJTJI31,Tassinari,8337,0.70,EbCeuym81,Sun,6757
EZUBD73,Bothner,28979,0.25,SnWqweo06,Manchester,4043
PBKCK49,Hassen,15727,0.57,SxProal15,Mulhouse,19443
YOYJX42,Vazenin,19443,0.17,ZiTtpfx59,Fort,12287
YUXXL41,Broker,24010,0.59,DwKwzqn21,Mumbai,651
EEKCD92,Shanmugasundaram,13675,0.64,FsVgyjf95,Little,5793
GVTEV42,Breuleux,30174,0.60,RcWarwk19,London,19960
FHIQY50,Haskin,24572,0.33,TyQveof05,Hermosillo,1527
AZHIB17,Savasere,28540,0.59,QmVjapc04,Columbus,24324
GXUZS59,Sollner,21968,0.38,LyGuihd37,Veracruz,26768
NKECD51,Ritcey,32243,0.50,XlEowdo54,Aguascalientes,36893
HXXHV10,Muchinsky,28129,0.74,HqGgkqy66,Columbia,39113
CGAEP39,Brakmo,19706,0.30,NpWkomw33,Stuttgart,25944
MPZGV90,Munch,18767,0.71,EkTzeyr50,Santiago,22875
TUBQB83,Bars,21614,0.74,BjAtcfw10,Gunnison,29626
YSEGJ59,VanHilst,19856,0.12,RjQbumj34,Newcastle,4652
NUCCH03,Schlegel,7773,0.17,UlFculu22,Roanoke,14739
SWTTS33,Wotawa,34275,0.38,VvUlzzd58,Palm,23645
UNSHL46,Huberman,18726,0.51,XeIybxb48,Billings,32829
DHWTM79,Stahl,17861,0.23,JnDtbfz27,Bologna,35766
XWUWX43,Alberti,20592,0.71,KkFdvsb02,Texarkana,15135
LGQMQ12,Ballim,14270,0.74,PqKmjce47,Milan,19085
ZOMDM94,Topaloglou,12292,0.82,HwDlaaj91,Pasco,31710
ZEYRE48,Cleave,24800,0.97,IaDioru89,Meridian,36260
XPNZX98,Panzer,28335,0.72,WoHvonv03,New,36485
KEKBH96,Majewski,7898,0.23,LiWimxd55,Abidjan,16687
SEENZ92,Brochard,12302,0.98,XtTnzda38,Dakar,32411
VONRT28,Bahi,13963,0.49,NxLrvrf08,Huntsville,24907
OPEDX09,Lichtner,18907,0.68,KpFjxwg03,Cleveland,20981
IQJJA25,Chock,2802,0.37,BsTmunl09,Monterrey,35105
QUDTG59,Dragt,4839,0.22,ApEorns29,Barcelona,28418
WJQXQ30,Gumm,3602,0.97,GfCzuru22,South,8490
GABUF33,Salveter,15630,0.55,UbDmxop07,Kahului,11737
KFUPF37,Lamsweerde,21999,0.71,GmOypju85,Barcelona,5499
DBNTE66,Lasala,28997,0.95,NdDzpmi32,Allentown,7350
CEXHG49,Posthoff,3416,0.34,EeNgrxx27,Puebla,23124
DENJU42,Deville,10619,0.85,EbUiiht09,Kalispell,7988
GAZEG49,Stredney,5955,0.68,OxSzfwg81,Gulfport,35099
TDJZJ97,Hartroth,18277,0.97,UxBunps58,Stuttgart,30466
VVTVI80,Dairaine,36822,0.31,TvJfvkf00,George,16998
PAPVK19,Schapiro,32196,0.19,FkLrzxz80,London,17242
TBEAO67,Wallenborn,33480,0.31,TqKwbgs77,Toulouse,34407
CUGDJ29,Dimitriev,5338,0.37,VpNhuxw33,Jackson,38145
GOKUR78,Formella,11945,0.22,OfManiy46,Dayton,38886
WQIFI22,Aerts,22394,0.42,MdZocsw98,Vancouver,18164
YKMWK22,Deringer,7101,0.97,LkUynvd62,South,34762
PNNAP24,Ireland,1731,0.80,MtCeuoa93,Vail,25145
SSJVM07,Riel,2392,0.94,PaCwtte60,Savannah,4132
NUGLZ25,Zompi,11921,0.67,OvQwvqa56,Sao,21636
WXUTL92,Etiemble,33758,0.45,DuBqdft02,Ouagadougou,37735
QZQUZ21,Meuss,32671,0.46,NmAxxop83,Myrtle,10875
ICAZK45,Harnpanichpun,27018,0.12,FzKxuer52,Conakry,10098
VCLXE02,Mattoso,10756,0.52,PmCzdru24,Providenciales,16125
CYPLQ72,Shannnon,12545,0.88,MrRyeub49,Kahului,2214
YBMYD74,Lubiw,17514,0.40,LcGchsi59,Washington,33357
JJQIR48,Shumilov,13449,0.91,WiMkupb70,Turin,3759
HZGTT71,Macedo,39661,0.83,AcPatdv70,South,17812
KAJTE98,Eklundh,20242,0.97,XmAryqd72,Madison,174
GWELC54,Gist,25328,0.15,YwMzttb64,San,153
MDZBA01,Scalabrin,11824,0.79,TbNoxaq17,Baltimore,28601
JDMGZ15,Nourine,8628,0.87,YjNutmz10,Dublin,26617
YPHAJ11,Vanderstoep,3148,0.29,JrDwdyi17,Huntington,24617
JECFV71,Delcourt,28764,0.13,CuCwftd87,Kalispell,14737
PMTOK02,Bank,23643,0.25,LsKndgq63,George,8602
NMHZA24,Olsztyn,25241,0.15,PhLmbng30,Orange,1067
MLTDO73,Denny,15754,0.17,ToCpauu44,Fortaleza,38720
JPAWB99,Forman,24472,0.44,UnAoyto55,Puerto,27987
TAINI73,Manolakos,456,0.93,PeNfbef65,Melbourne,26077
AESQF55,Lienhardt,20518,0.59,PbFvtkh02,Amsterdam,9442
BKLVU90,Alberga,10410,0.24,JbHdhzl01,Cancun,17274
IVNJX90,Hoogewijs,5503,0.69,EiTsxvo39,Copenhagen,11814
HZRYC13,Hebmann,4505,0.41,MdIvouu95,Vienna,24096
AWTFS37,Capua,28197,0.19,XjBsrdn63,Cleveland,37680
EZTJM27,Hinckley,16790,0.74,YnZcikb08,St,35069
LKYJN17,Nitzan,28743,0.43,PkOftqd33,Baltimore,7753
UUBCF09,Abayan,4481,0.45,KtUtody90,Lima,33763
JXOWE39,Sanetoh,20730,0.78,ZnWljfv59,Albany,16150
XUEKX45,Schalk,28962,0.69,UvGlzru38,Huntington,3949
QIKLV17,Thimm,1483,0.64,JjVmltm76,Toledo,26217
VZFKP30,Vaudenay,18742,0.77,BgYruik76,Nashville,30856
SNFOS45,Schlegel,39772,0.24,RiXfyug29,Killeen,18757
KHQXZ30,Burkhart,18623,0.41,VnAhgxd04,Casper,3930
EHFLZ37,Kajimoto,29977,0.94,YsCefwa78,Madison,19562
AKDOA62,Plat,26288,0.55,EsAqznr93,Appleton,24845
MYHDE36,Dumas,20206,0.72,IkQfpmq57,Philadelphia,39828
SONXV08,Blaschka,8240,0.81,QvLqtqf49,Glasgow,36909
STXCA93,Porotnikoff,7651,0.76,TbPvmbd61,Zihuatenejo,32285
UUITP36,Rivierre,33774,0.96,OzNgiqp78,Newcastle,15824
OANNH16,Zlatin,20485,0.92,GuEkcxq14,Meridian,30333
GQNBC88,Comyn,33013,0.40,QfBgrra32,Dayton,2454
IGHVM00,Schonlau,32698,0.28,AmHxqxy47,Lafayette,27595
YPAKT44,Siegl,17854,0.95,LpEtnkk17,Detroit,12170
TPTGL63,Skordev,36164,0.71,YpYwrlx97,Pasco,21525
PCLMQ36,Dunzinger,6141,0.16,VaBbwrj76,Guangzhou,33302
NDVTA59,Azarbod,29261,0.89,GhCaupu40,Tokyo,14292
UABTF63,Zeleznik,8466,0.92,RtUaylq40,Wilmington,17574
RTIGA38,Stabl,13417,0.33,TnOivzu63,Wilkes,17263
KUOQM25,Wagle,192,0.80,UzUabqe47,Dothan,1690
SUZGE51,Kriman,3466,0.79,SfOtfxh90,Pocatello,3390
LPIWV51,Levasseur,10104,0.93,DfEuqup74,Albuquerque,21881
LETTL50,Court,3880,0.65,AxLyljc70,South,3268
KQIHG74,Spitbart,3259,0.57,SuEkdcn29,Bozeman,9429
WVEIZ16,Ranft,8838,0.81,EiMtupb66,Long,37752
WDYEE14,Hintikka,29713,0.51,HeKecip52,Windhoek,24389
QUIBS19,Wahab,25344,0.32,StGxpaq08,Newark,16183
EMMOT40,Abdellatif,32997,0.85,OuXilsp43,Killeen,1770
ACWMX34,Saletore,32268,0.65,RrJllny94,Toledo,26405
DEKPJ36,Glanzel,30389,0.98,OuXiciz06,Melbourne,36874
LTIGV15,Spadoni,7336,0.57,YcJfdih34,Rio,37434
MCHCF67,Tzafestas,33080,0.84,AhKadun78,Panama,3257
GTSYP00,Thalhammer,36284,0.22,UvDkkgo78,Seattle,6132
XDCBM97,Brendel,34698,0.96,ZcXajrz48,Philadelphia,37565
HKOPC91,Bedell,17957,0.33,QmWwcxv25,Veracruz,30632
VKBAS81,Dssouli,23701,0.41,BvCuqwq05,Paris,5599
LZJWG05,Chorvat,36046,0.50,HnWioan64,Denver,36714
FQRJQ64,Gilleron,12619,0.59,RdQmhaq65,Corpus,6282
MMSRT82,Lindgren,32488,0.28,OhKfwai88,Mexico,32347
YOWPX49,Malsburg,15352,0.67,WuQwxvv41,Fairbanks,27512
ZDCBX33,Kubota,7354,0.33,VeGgfmz58,Monterrey,24794
YQBTD65,Mukund,32045,0.58,FqWohhv19,Santiago,12267
VFNXL27,Cozza,3788,0.24,BcEyivz37,Oakland,31257
COQSI59,Ishigami,39939,0.33,IjOugwg11,Santiago,25023
GMQND77,Delannoy,7945,0.43,YvNazls66,Chicago,11397
LMMHV51,McKenna,15369,0.19,KrSsypy64,Toulouse,14517
VEEPR99,Sankaranarayanan,29873,0.25,ItVuswy62,Bologna,20189
QXBZL93,Steffan,10344,0.50,JlOgnmc48,Ciudad,16626
BDGLK97,Hotzel,35477,0.16,GiFbuda45,Idaho,24911
WKCMF65,Kading,37581,0.21,AoLzeck86,Tampa,27100
DYKRB18,Garnham,15775,0.22,OpMknig18,Providenciales,9359
OHXFC93,Hoeij,25380,0.65,LsXrhgg92,Norfolk,26345
VCRYD93,Akama,9388,0.74,EbXljkz31,Norfolk,10344
ZVOTZ10,Versino,29416,0.36,TfPztmt17,Fort,33605
NVSKU48,Sigal,20314,0.30,KxJjmly66,Wilkes,39189
MLNDM74,Fugetta,19243,0.54,ZdHmvri26,Dallas,15664
WIEHF01,Urbain,17580,0.31,VqAtohq02,Pasco,9143
TXMIQ54,Pinho,25084,0.25,QsNzzot85,Newcastle,21754
DIPBM47,Kaeli,1701,0.64,XpGcdbv28,Fairbanks,792
MFZRW56,Basu,24245,0.23,YwQkcmx65,Seattle,2916
BUMIX41,Fratarcangeli,18807,0.43,DvBqlqp24,Gothenburg,378
HZMPD18,Wellner,9104,0.78,EpRjueh87,Cody,10780
IROVC40,Dechter,506,0.32,VgRcxah50,Allentown,16618
LNFWU61,Shimono,28459,0.39,UtHxtnn58,Prague,21220
IWGCT99,Staffelbach,23937,0.19,KzDyafy93,Allentown,16244
NRLIB94,Stanney,21101,0.44,JlMrjyo14,Fayetteville,36418
VQRVZ71,Rand,26096,0.68,EgKynja30,Durban,35576
XTWFY72,Haddawy,18249,0.47,MhWcupv12,Helena,15165
ZSBJG89,Axelband,32196,0.68,SqGpfsb13,Basel,30493
YYULJ78,Leela,23072,0.43,CdCtrqu53,Windhoek,3956
SANXR70,Ramaswamy,2497,0.91,RyBvmhc13,Aguascalientes,37134
WWOPP42,Khedr,16951,0.90,YbLhpke61,Lisbon,30927
EXPVZ24,Tanskanen,33514,0.63,DdLzqvg75,Johannesburg,2003
PSQEC22,Bergen,30054,0.72,WrGaeza27,Detroit,9580
KWPDT45,Gentina,11507,0.21,ZmAfjxf32,Cape,6995
BFHIA52,Mulatero,15894,0.48,EjDwctv01,Montreal,20576
DDUKW46,Serpell,36878,0.24,QpRhimw22,St,26704
NIFJM29,Cherfaoui,17265,0.31,NeKtihj07,Bozeman,4554
ROHPH64,Coyle,20140,0.85,BsPwniu40,Mazatlan,30390
IVLZP99,Scofield,23956,0.62,AzJuvzp29,Milwaukee,12124
DARIJ72,Lust,18438,0.12,RxKvzie60,Reno,21186
RFCUD31,Skala,29635,0.20,UjFbezy19,Mexico,22922
XOEJU09,Dimitoglou,20707,0.36,HwCrzoi02,Geneva,34159
KCGXA30,Giovanetti,30132,0.38,VxUgrnk07,Gainesville,33091
JWNWK74,Oreizy,7585,0.25,RjVrkvl56,Birmingham,34499
KNTFG07,Murillo,30961,0.93,BzTluys59,Glasgow,10298
GKJVQ49,Zagha,36333,0.83,RrJtxhi30,Elko,33099
IQLPH45,Kinley,31238,0.60,ElLlsfd19,Guatemala,16588
DJZFD94,Drenick,3821,0.60,JdRcoei66,Montgomery,28529
SBISW34,Been,5491,0.73,WbEdves73,Toulouse,27095
XNTHO01,Wingstedt,32889,0.93,FtCekoj32,Abu,19088
YBECA36,Conia,18211,0.65,ErQolsl50,Montgomery,27597
KQWTI64,Georgatos,20722,0.83,DoVlvis30,Tulsa,19709
OQWFB55,Nakatake,12702,0.98,YeIzbmk88,Toulouse,1465
WWWDP16,Selvestrel,8136,0.43,RvOqwyp59,Villahermosa,13393
FOVWM89,Gastner,38146,0.67,UhWijei48,Lyon,20912
LBTCX38,Kamperman,21077,0.60,SpNlzdg95,St,14676
YTIXN51,Parmee,9590,0.72,WrXardl29,Greensboro,15512
BVOOV44,Moehrke,18331,0.67,BlImyoh37,Abidjan,5407
RBDKZ92,Boucherie,32789,0.76,LfSgqvz21,Killeen,19404
BMAQP55,Skeel,29885,0.26,FzBzpnw73,Gulfport,4116
KBGZO41,Usery,22991,0.55,HsOzqrp47,Knoxville,17610
UOSLT46,Thompson,25524,0.58,UxObcox39,Bozeman,27305
HAMMF79,Slahor,29035,0.88,QjAjnez02,Harrisburg,36151
PMHYV21,Fuchi,32767,0.84,HbOugbm70,Huntington,23056
LSYMJ21,Ruhle,25669,0.27,CqRlwjg50,Cozumel,36328
QEQCI75,Bitter,36338,0.53,EbQmjmw58,Lorient,18624
ELTGF40,Bikson,6951,0.73,HpOwwhh48,SF,37061
OLJFI14,Fokker,11716,0.27,VfUxrpi56,Calgary,29629
NSJTA14,Burgett,38587,0.91,HlUdsyi82,Puebla,33891
EBIZM06,Aigrain,18039,0.40,PtLvojm94,Miami,19412
BFGYO62,Bemmerl,28979,0.16,ChDoddc66,Jacksonville,26755
SIKKB31,Angelopoulos,19787,0.36,VsOqubc95,Calgary,17057
RSWGX30,Ghenassia,12779,0.57,TvKeqmf68,Miami,16379
BVJLS44,Tang,18154,0.64,JkCntvy71,Aguascalientes,38673
QYZDX60,Artosi,12311,0.24,TfIxzmc70,Omaha,20829
XIEED59,Onuegbe,15692,0.37,XpUmxzx80,Charlotte,26610
XXDIX70,Usas,8172,0.90,DfNlhzt83,Mumbai,10203
TIFRA68,Moshkow,27150,0.92,BcZzqzm48,Bangor,24640
GDUSV64,Gawlick,34001,0.49,RoGxkez84,Rio,19527
WQDTM86,Isahara,29215,0.13,AdWizcn95,Vienna,10366
XTBQI18,Puppe,7305,0.59,IqJzazc83,Little,11549
XUGVW58,Mourlas,28991,0.77,FbTfwah82,Tulsa,11872
GGFYS90,Grdy,16680,0.83,VmUydxf26,Sun,23107
HXEUT68,Dorkenoo,21491,0.50,DaYtwnj74,Lima,11440
YHSWJ94,Barkley,33231,0.18,SoAgofl51,Beaumont,35961
IQDJA54,Vesna,8801,0.88,UpVyzmx66,Cincinnati,10205
MFCUY34,Betourne,2652,0.74,PaVflpt14,Mumbai,22299
GVKSI50,Bosscher,32157,0.64,PjJgtcf93,St,22239
QREGY13,McDougal,10597,0.69,VlMsoke68,Mobile,23925
FSTFF90,MacGinnes,11951,0.41,AmCuyrz17,Miami,411
PBGBJ26,Pier,1141,0.87,OgGspeu94,Rochester,37973
NMPLF12,Funkhouser,31754,0.85,SlQaezz62,Amsterdam,34778
YUFLT11,Feigenbaum,7761,0.48,JzGucxt16,Merida,8530
FWASR59,Dangedej,30866,0.26,FzHvecy06,Newark,29448
XYENA00,Hooper,9964,0.21,OjLhjqs97,Harrisburg,23175
RUFLQ52,Gide,12408,0.58,NwGaita05,Tucson,9001
CXYUH99,Peschl,16772,0.72,IsMtvnv12,Huntington,6276
KADEV83,Segond,37768,0.48,KuMiaav67,Elko,1886
CMIJB55,Leemeijer,19404,0.63,GtXouno52,Dublin,7371
IIBHX47,Risk,29236,0.78,TxSsera73,Buffalo,8967
VOOHJ84,Birnbaum,17724,0.38,FdEvfng52,Casper,9799
TZKRC82,Schober,9990,0.66,JhKdysm45,Oakland,27510
AUKAK36,Dedrick,11070,0.15,RcJiyyi06,Rapid,14695
INIDR71,Quinlan,14476,0.33,CiJbjqz69,Dubai,28251
HKFKO36,Machiels,8447,0.69,CsIhdfb13,Corpus,3490
PCDKG97,Ridgeway,29128,0.62,ZaMiirk95,Palm,19003
LLZAF42,Altshuler,34166,0.81,XgFqdvf39,Sao,9092
YVNTK45,Fontet,36491,0.97,XuDpsxn91,Seattle,18974
FFAWI02,Cullingford,38617,0.86,RvYxiyr63,Honolulu,35360
PBLZP06,Bertilsson,9062,0.80,DtXgxyj56,Toledo,19461
JCIOO82,Frison,19070,0.22,NeKuhku68,Dubai,10401
NJQJP01,Lorho,32822,0.91,QtMgmyc38,East,19875
TFUVX30,Callen,19731,0.47,VeDvefi28,Ciudad,15827
LMJNR72,Zabele,35016,0.65,LqEqojl11,Rome,3963
XSHYW31,Skordev,8268,0.17,UoZojcn74,Newark,29203
TXIMQ32,Eck,8309,0.83,UzQrpcc68,Las,33955
WWFDQ12,Cullingford,20714,0.53,GwCcfza46,Myrtle,28118
VGMCM68,Iyengar,20666,0.80,EcKwodu03,St,35989
WURVN93,Krzyzanowski,26928,0.89,XhZqvgd38,Cape,38158
TYGGP03,Fecht,8188,0.38,QaAmvit01,Tallahassee,21185
ODLWZ92,Gray,39640,0.41,SiGsyle62,Charlottesville,7087
TBJMY16,Pils,25702,0.75,SmNatjp06,Venice,17041
CKPKK27,Lazensky,33504,0.41,JtGwbta53,Asheville,17969
BCVSX74,ODunlaing,24932,0.58,EcOwnwa45,Shreveport,27875
AUKDZ42,Binh,5342,0.91,TlOajpq17,Dallas,26943
FVXHZ68,Puppo,348,0.91,IaFctzj79,Geneva,27338
LTQOK14,Tyugu,22752,0.19,QaEuwwb14,Lima,33742
DJMWB85,Sievers,20627,0.34,ZrYrsbn80,Montreal,34542
NVCJG40,Sssuwa,1809,0.88,UfFtsan90,Shreveport,20027
AZTJG44,Smalley,5437,0.63,YnHdquy47,Knoxville,2719
NGNJI47,Thenmozhi,2139,0.22,LdEqtfn26,Istanbul,4634
GXLEV90,Wolfram,21085,0.49,XuBijbv40,Rochester,37759
KASJD25,Ikehara,208,0.16,FdFbdye29,Athens,10395
OLTOG80,Hanafy,18946,0.22,FtRqhwz13,Greensboro,32570
WGZWY88,Franckson,37250,0.88,UhJkxzz25,Durban,11885
STKXZ24,Cochran,9884,0.20,GpGqnpm80,Macon,6151
UNFSS06,Vesna,32727,0.54,FcTysoo20,Rapid,19910
ZOZTI82,Biedassek,14570,0.14,HnBerhz60,Newcastle,32223
DZYLY50,Maleki,28156,0.21,GoTqodz54,Mulhouse,13950
DSLSL07,Masini,32075,0.79,JzQzeri65,Pensacola,38766
RORME09,Kalsbeek,19998,0.29,DfLklzu16,Roanoke,6150
XBLFQ37,Scherr,22619,0.61,UjMjzva74,Kahului,26076
XHTKD99,Oerlemans,37045,0.90,EmHavqw54,Florence,8796
MOZUX72,Yuguchi,24501,0.18,InYedln97,Idaho,35245
AUIOZ90,Kavasseri,33062,0.36,VkFanvf30,Leon,11878
VXEKG44,Fecht,720,0.46,ThZjhpz48,Brunswick,6697
GRGCE93,Holthofer,2248,0.73,XeDzgcb02,Fairbanks,39836
FZETX96,Altepeter,17596,0.40,YzBximi71,Guatemala,39948
TSOTZ67,Lindblad,39826,0.32,OwVgtcs32,St,6310
SJMNH82,Maraist,24964,0.53,MkEhqko38,Puerto,39506
AXQFM93,Bressoud,7130,0.84,HdMjqcm82,Omaha,16239
QOMOD34,Weishar,15673,0.75,ShJaqrg18,Wichita,6501
CUYQQ10,Berrett,8111,0.98,UqSpvst76,Beaumont,10207
QGJGU68,Oppitz,13840,0.16,CoEoxnb33,Texarkana,916
DQIBI39,Collart,5040,0.18,EkPdfbv69,Moscow,1031
GTOEJ52,Businaro,38114,0.36,BqBztvp48,Akron,37551
UKPGF13,Aritsugi,10128,0.67,BdSlrgv82,Philadelphia,39794
ROZVV44,Vanwelkenhuysen,14685,0.37,YyOjypb01,Lexington,364
EAZZR64,Scherr,8120,0.54,XpAlzzj36,Cody,27793
ZHJQL35,Templeton,18722,0.82,UwRtdxi82,Bucharest,21618
UOAMU34,Suchak,16742,0.56,AsYosul29,Little,18004
YPOKW00,Swiss,34385,0.87,WuPyfba24,Cairo,32034
JBXAG61,Kesler,13007,0.76,OeYplsm34,Rapid,16409
OXDTC78,Magalhaes,1377,0.76,EcPoxbw81,Monterrey,16210
ABCGX40,Bade,36028,0.71,VjVejpm25,Kalispell,39002
FYBHD30,Ozery,7686,0.49,YlRdrwb93,Pasco,29154
RUFJY04,Reith,8836,0.40,LwCqqea90,Orlando,23652
ODYDG81,Pink,29846,0.14,RzGmnfa49,Moscow,35453
AECSD23,Maggini,13767,0.11,IiYtfcb86,Toronto,19430
VVWHL15,Yacobi,3797,0.34,BtMwucn10,Acapulco,16654
KWAYL88,Schriesheim,35756,0.44,XxMdlyj52,Elko,2582
WYNRK36,Naumovich,32809,0.18,JqXpukq36,Pensacola,1838
TBRQD24,Kafatos,3169,0.27,MjTbdpv46,Boston,28897
PQXMK76,Stanion,32261,0.38,PsSnquj50,Asheville,37536
BKBXC39,Streng,32757,0.47,QyQttxn11,Bucharest,4994
